Sr No,Authors,Title,Abstract,Author Keywords,Cited by,Source title,Year
865,Verma T.; Arora D.S.,Influence Without Intrusion: Decoding the Role of Digital Nudging in Shaping Online Decisions,"Digital nudging has emerged as a subtle yet powerful strategy for guiding user behaviour in online environments. Despite growing academic interest, the literature remains fragmented across disciplines, lacking theoretical consolidation and a comprehensive review. This study conducts a systematic literature review to map the intellectual landscape of digital nudging, employing a hybrid approach that integrates the theory-context-characteristics-method (TCCM) framework with bibliometric and content analysis techniques. A total of 102 peer-reviewed journal articles published between January 2010 and May 2025 were analysed, sourced from Scopus and Web of Science, and examined using VOSviewer and the Bibliometrix R package. These articles span multiple business domains, including e-commerce, sustainability, health, and public policy. The review identifies critical themes, theoretical anchors, and methodological patterns while uncovering substantial gaps with conceptual clarity, contextual diversity, and empirical rigour. The study's findings revealed that a notable share of studies did not ground their analyses in any stated theoretical lens and were primarily concentrated in experimental settings, thereby limiting their generalizability. As a key outcome, the review presents an integrated conceptual framework grounded in the stimulus-organism-response model and dual-process theory, offering a structured lens to explain how digital nudges influence user behaviour through cognitive and affective mechanisms. This study contributes to the advancement of behavioural insights in digital environments by offering an organised synthesis and actionable pathways for future inquiry. The paper proposes a future research agenda grounded in six thematic propositions, emphasising the need for theory-driven, ethically grounded, and contextually adaptable digital nudging research. For practitioners, it highlights how digital nudges, when designed with ethical sensitivity, can enhance user engagement, influence sustainable behaviours, and improve decision-making without compromising autonomy in e-commerce landscapes. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.",Digital nudging; Nudging; Systematic literature review; TCCM framework,1,Electronic Commerce Research,2025
866,Mu L.; Wang Y.; Sugumaran V.,OEM's optimal remanufacturing mode considering patent license under different commission contracts with platform,"While e-commerce platforms provide an online marketplace for manufacturer's new products and remanufactured products, they also participate in remanufacturing. Manufacturers can take advantage of patent licensing to make a profit from new entrants or still maintain remanufacturing internally. To better understand such a novel business competition and partnership, we develop a two-period game-theoretic model and analyze a market consisting of one OEM, one platform, and heterogeneous consumers in product valuation. Given that a platform may provide two forms of commission (proportional fee contract and per-unit fee contract), two remanufacturing modes of OEM (in-house remanufacturing and authorized remanufacturing) are investigated and it generates four business scenarios. Interestingly, different from previous research, our results reveal that remanufacturing mode selection not only depends on remanufacturing cost but is also affected by market parameters (that is the commission fee). In addition, we found that OEM's royalty fee and remanufacturing strategies show different characteristics to the change of commission under proportional fee contract because of the free-riding behavior of the platform. Finally, we compare the profits of OEM and platform under different commission contracts and gain insights that the proportional fee contract is always favorable for OEM, and commission contract choice of the platform depends on remanufacturing cost. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023.",Authorized remanufacturing; Commission contract; Cournot competition model; In-house remanufacturing; Licensing strategy,1,Electronic Commerce Research,2025
867,Wang N.; Chen G.; Zheng X.; Zhang R.; Peng Y.,"Boosting sales for agricultural products through live streaming in China: the relative impact of product distance, scene type and streamer type","Live streaming has emerged as a significant sales channel for agricultural products. Considering the unique attributes of live streaming in the agricultural sector, this study investigates the impact of three less explored design factors on agricultural product sales which are product distance, scene type, and streamer type. Drawing on consumer situation theory, these design factors are further categorized into physical environmental factors (product distance and scene type) and social environmental factors (streamer type). To test our hypotheses, we conducted an analysis of a dataset derived from agricultural product live streaming on the Douyin platform in China. The results reveal that all three environmental factors have a significant impact on agricultural product sales. Furthermore, a dominant analysis was performed to compare the relative influence of these factors on sales. The findings indicate that product distance has the most significant impact, followed by scene type and streamer type. These findings have important theoretical and practical implications, which are also discussed in this study. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.",Agricultural products sales; Consumer situation theory; Live streaming; Product distance; Scene type; Streamer type,1,Electronic Commerce Research,2025
868,Pei Y.; Niu J.-Y.; Min K.,Value co-destruction in live-commerce ecosystem: an evolutionary game approach with insights from China,"Rapid digitalization in the past decade has given rise to a new form of e-commerce, namely, live-commerce. The innovative element at the core of this new model is that merchants can use real-time video streaming to display products and communicate with consumers, making private recommendations to the consumer, thereby creating an atmosphere similar to face-to-face shopping. Although such models create unique value for consumers and have received widespread attention and investment from platforms, sellers, and other parties the ecosystem of value co-destruction can no longer be ignored. Value co-destruction is a process of interacting service systems that decreases the well-being of at least one of the interacting systems. This paper aims to address the problem of value co-destruction in the live-commerce ecosystem by establishing a four-party evolutionary game model that consists of the platform, merchants, streamers, and consumers. Our findings reveal that the live-commerce ecosystem is at risk of value co-destruction, potentially harming all participants’ long-term interests. The research highlights the need for platforms to implement balanced governance strategies, avoiding overly restrictive measures that could lead to counterproductive outcomes. Additionally, clear contractual frameworks between merchants and streamers are crucial for maintaining a healthy ecosystem. Consumer actions in reporting issues and providing feedback play a vital role in regulating behavior, though reward systems for such participation must be carefully designed to prevent unintended negative impacts. These insights contribute to understanding the dynamics of the live-commerce ecosystem and offer practical recommendations for mitigating value co-destruction risks in this rapidly evolving digital marketplace. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.",China; Four-party evolutionary game; Live-commerce; Value co-destruction,1,Electronic Commerce Research,2025
869,Yang L.; He J.; Shi W.,Application of artificial intelligence: Equilibrium analysis of e-commerce platform supply chain sales formats,"The application of artificial intelligence (AI) in the e-commerce platform supply chain has profoundly affected the decision-making and sales format selection of supply chain members. This study examines the impact of AI on the e-commerce platform supply chain and analyzes how platform’s commission rate and AI application cost jointly affect equilibrium sales formats. We initially use game theory method to establish a benchmark model without AI, and then construct two sales models that the application of AI will eliminate or reduce consumer returns. Then, we compare the sales models using AI with the benchmark model, analyze the impact of applying AI on optimal decision-making, profit, and equilibrium sales formats. Results indicate that the profitability of platform applying AI primarily depends on its application cost, however, the application of AI technology is consistently profitable for the supplier in the agency sale format. Moreover, when the platform’s commission rate is low, no equilibrium format exists. With moderate to high commission rates, the agency sale format reaches the equilibrium. At very high or extremely high commission rates, the resale format becomes the equilibrium. Lastly, the evolution and development of AI will benefit supply chain members in the resale format, while may not necessarily bring higher platform’s profit in the agency sale format. Under extension to the case with two suppliers, similar results of sales format selection demonstrate robustness of our proposed model. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.",Agency sale; Artificial intelligence; E-commerce platform supply chain; Resale,1,Electronic Commerce Research,2025
870,Hu Y.,Analysis of clothing structure and management in clothing design oriented to market demand via recommendation algorithm,"With the development and progress of the times, whether it is the practicality or fashion of clothing, people's requirements for clothing are getting higher and higher. Clothing is an important part of people's daily life. With the improvement of people's overall quality, there are new requirements for the overall style of clothing, such as style, color, fabric comfort, etc. Clothing design has a non-negligible impact on clothing structure and clothing management. In this paper, a collaborative filtering clothing recommendation algorithm based on image visual features is designed. The algorithm uses the matrix decomposition model to obtain the user feature partial favorability matrix and the commodity feature possession matrix through the user-item scoring information. Experiments show that compared with the benchmark algorithm Funk-SVD, the recall, precision, and F1 scores are improved. Therefore, our algorithm can effectively analyze clothing design and clothing structure management, and give better suggestions for people. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023.",Analysis of clothing structure; Management in clothing design; Oriented to market demand; Recommendation algorithm,1,Electronic Commerce Research,2025
871,Wang D.; Wang H.S.,Impacts of merchant acceptance with consumers’ perceived trust and risk in adopting central bank digital currency in China,"The present study investigates adoption mechanism of central bank digital currency (CBDC)-based payment systems, while developing one unified framework with six constructs, namely familiar interface, merchant acceptance, consumer trust, consumer risk, integration with existing payment systems (IPS), and intention to use. Situated within China’s digital commerce ecosystem, this examines how familiar interface would enhance acceptance and trust, with acceptance as mediator. Unlike contemporary literature, this analyses the direct and risk-mediated effects of acceptance on use intention, along with joint impact of trust and risk on CBDC adoption. Using a structured questionnaire, this conducted several statistical tests, including structural equation modelling and mediation analysis, to examine validity of nine proposed hypotheses. Current results determined that familiar interface enhanced acceptance and trust, whereas IPS built trust and reduced risk. Also, acceptance mediated those effects to directly and indirectly enhance use intention. Thus, this study emphasized consumer-centric design, seamless interoperability, and strategic merchant for boosting adoption of CBDC-based payment systems in China and any major economies. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.",Central bank digital currency; Consumer trust and risk; Familiar interface; Integration with existing payment systems; Intention to use digital currency in China; Merchant acceptance,1,Electronic Commerce Research,2025
872,Xu Z.; Wei J.,Can e-marketplace harness favorable winds? The interaction between brand spillover and sales channel design,"Many e-marketplaces use well-known national brand (NB) sellers’ contract manufacturers and disclose that e-commerce brand (EB) products have the same contract manufacturers as NB products to take advantage of the NB’s spillover. This work investigates whether the e-marketplace should use such brand spillover to borrow the “favorable wind"" of the well-known NB and the underlying mechanisms of strategy interaction between the e-marketplace’s brand spillover strategy and the NB seller’s sales channel design. Using game theory, we analyze the equilibrium outcomes in six scenarios characterized by the e-marketplace’s different brand spillover strategies and the NB seller’s different sales channel designs. We find that the e-marketplace should not blindly use brand spillover to borrow the “favorable wind"" of the well-known NB since its optimal brand spillover strategy depends on the market factors like two brands’ competitive intensity, consumers’ recognition, the effectiveness of brand spillover. For the NB seller, optimizing sales channel can adjust the competition and cooperation relationship with the e-marketplace and further retard the damage caused by brand spillover to some extent. Adding an official channel or switching the reselling channel to the agency channel is an effective response to prevent the brand spillover under some conditions. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.",Brand spillover; E-commerce; National brand; Sales channel design,1,Electronic Commerce Research,2025
873,Huang M.; Yue H.,Service strategies for second-hand C2C platforms: inspection service option,"Trading idle products through second-hand C2C (Customer-to-Customer) platforms by customers benefits both the economy and the environment. In practice, different C2C platforms employ varied strategies for implementing inspection services. To facilitate the sustainable development of the second-hand market, we developed a game-theoretic model incorporating buyers, sellers, and a platform to explore whether the platform should implement an inspection service and examine its effect on second-hand transactions. The results indicate that the buyer's belief and the quality standard play pivotal roles when the platform determines its implementation strategy for the inspection service. The interplay of these two factors may result in that providing inspection service hurts the platform. The effect of the inspection service on second-hand transactions is dual-faceted. On one hand, it mitigates the buyer's quality concern and enhances the scale of transactions. On the other hand, it increases the buyer’s costs and may attract additional lower-quality sellers into the market. We further analyse the welfare of various participants within the supply chain. Our findings contribute to assisting the managers of C2C platforms in optimizing operational strategies. Additionally, these findings benefit stakeholders by helping them objectively comprehend the value of inspection service. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",Game theory; Inspection; Platform operation; Second-hand product,1,Electronic Commerce Research,2024
874,Li W.; Mohammadnezhad N.,"Improvement of intrusion detection system in industrial Internet of Things based on deep learning with fog computing capability: Improvement of intrusion detection system in industrial…: W. Li, N. Mohammadnezhad","Intrusion detection systems are among the most commonly employed security techniques in the Internet of Things (IoT) due to the increasing usage of IoT systems. Deep learning algorithms are increasingly being utilized in these systems to detect intrusions, anomalies, and attacks. The most significant challenge in training deep learning neural networks is determining the optimal hyperparameters. To address this issue, a hybrid strategy has been proposed to automate the configuration of hyperparameters in deep learning architectures, thereby eliminating the need for human intervention. This paper presents an intrusion detection system that integrates meta-heuristic algorithms, specifically Whale Optimization Algorithm (WOA) and Particle Swarm Optimization (PSO), with Convolutional Neural Networks (CNN) and Long Short-Term Memory (LSTM) networks. The system aims to enhance detection rates and reduce neural network training time by combining neural network and meta-heuristic algorithm-based techniques. The proposed method automatically determines the neural network's hyperparameters using the PSO-WOA algorithm, without human involvement. The UNSW-NB15 dataset is utilized for testing and training in this study. The CNN-LSTM neural network is trained using the optimized hyperparameters identified by the PSO-WOA method, which narrows the search space and fine-tunes the network's parameters. Implementation results demonstrate a significant improvement in detection rate by 5.98% compared to previous approaches, highlighting the effectiveness of our method in automatically determining neural network hyperparameters. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",Fog computing; Industrial Internet of Things; Intrusion detection system; Meta-heuristic algorithms; Neural networks,1,Electronic Commerce Research,2024
875,Li S.; Zhu B.; Zhu H.; Yu Z.,Consumer sticky purchase intention for personalized digital collections of cultural heritage in metaverse: from the prospective of self-concept,"The integration of metaverse technology with digital collections of cultural heritage (DCCH) presents a novel paradigm for museum economics and consumer engagement. Despite the burgeoning interest in DCCH, a gap exists in understanding the mechanisms that drive consumers' sticky purchase intention (SPI) in this space. This study addresses this void by examining the role of self-concept triggering (SCT) and perceived scarcity within the metaverse, moderated by platform identity (PI). Utilizing a moderated mediation model with a sample of 763 respondents, we reveal that SCT significantly enhances perceived scarcity and SPI, processes that are positively moderated by PI. This research contributes to the literature by linking individual and group identities to consumer behavior in the metaverse. Our findings highlight the threshold effect of PI, offering museums and metaverse platforms a group-oriented approach to amplify individuals' SPI. This strategy leads to more effective utilization of DCCH, yielding both economic and engagement benefits. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",Digital collections of cultural heritage; Self-concept; Social influence; Sticky purchase intention,1,Electronic Commerce Research,2024
876,Ponathil A.; Bhanu A.; Piratla K.; Sharma V.; Chalil Madathil K.,Investigation of the factors influencing the online consumer’s choice of a service provider for home improvement,"The selection of the right service provider is as important as the actual work which subsequently impacts the quality and value of a home. With the growth of the Internet, such information is available to a consumer in a few clicks. However, limited research has been conducted to study Electronic Word of Mouth (eWOM) and the factors influencing an online consumer’s decision to select the best qualified service provider that meets their requirement. To address this research gap, we conducted a qualitative study with 30 participants. The Naturalistic Decision-Making Model, along with the Data/Frame Theory of Sensemaking, was used as a framework for this study. The emergent themes from the data explained the user’s decision-making strategies, critical decision-making factors, and trust in the information. In the end, this study distinguished that the users placed significant emphasis on the qualitative information like reviews while deciding as it provides actual experience in words over ratings or other cues. In addition, customer-service provider communication was an important factor as it allowed user to measure the type of people and provided a sense of future interactions. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2022.",Decision making; Electronic word of Mouth (eWOM); Home service websites; Online consumers; Sensemaking; Trust,1,Electronic Commerce Research,2024
877,Zhao Z.; Zhao C.; Zeng H.,Digital realization and stability analysis of urban economy based on IoT and data fusion,"The primary task of urban managers is to build a digital, green, and intelligent urban grid. Based on the current situation of China’s digital city construction, combined with the experience of Internet of Things city construction at home and abroad, this paper proposes a digital city construction mode suitable for China’s current Internet of Things and sensor technology. On this basis, the main dimensions of the economic elements of the digital city are summarized and the system model of the digital city is constructed using the co-word analysis method. Finally, the economic model of the digital city system is analyzed with a case combined with the discussion of the digital city system theory. The experimental results show that the digital city-integrated public platform has achieved the goal of giving priority to information services, supplemented by data management services in the form of Web services. Urban economic cycle development has good usability. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",Digital city; Economic development; Internet of things; Sensing technology,1,Electronic Commerce Research,2024
878,Fung M.K.,What determines the level of a small family-owned business’s virtual communication with customers? Hong Kong’s experience during the Covid-19 pandemic,"A firm’s virtual communication with customers (VCC) simulates face-to-face communication through the Internet. This study is motivated by the low level of small family-owned businesses’ VCC in Hong Kong during the Covid-19 pandemic when face-to-face communication is restricted by social distancing measures. A firm’s VCC is decomposed into four subsets based on four major functions it performs: product promotion (pp), product customization (pc), customer service (cs), and customer ordering (od). It is hypothesized that information and cost sharing between different VCC subsets reduce the uncertainties and costs of VCC, which implies a mutually reinforcing relationship between the different subsets. Based on cross-sectional data collected from small family-owned businesses in Hong Kong during the 2020 Covid-19 pandemic, this study empirically identifies VCC determinants from the sample firms’ decision-maker characteristics, organizational characteristics, innovation characteristics, and environmental characteristics. Using the identified VCC determinants as exogenous variables, a simultaneous equations analysis is then conducted to endogenize different VCC subsets and show that pp, pc, and cs are mutually reinforcing. This implies that information and cost sharing between different VCC subsets are needed to stimulate the overall VCC by reducing the uncertainties and costs associated with it during the pandemic. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023.",Covid-19; e-Commerce; Small family-owned business; Social distancing; Virtual communication,1,Electronic Commerce Research,2024
879,Tang Y.,A product strategy for daily deal campaigns utilizing demand expansion and consumer leakage,"Daily deal campaigns help local service merchants expand their market demand, which also result in consumer leakage concerns. This paper investigates how to exercise product strategies, i.e., price and quality decisions, for daily deal campaigns through a systematic exploration of demand expansion and consumer leakage. We consider a local service merchant who currently sells a product in his or her local market and who might contract with a platform to introduce daily deal campaigns. We document how the demand expansion and consumer leakage effects jointly affect a merchant’s product strategy. Particularly, we find it not always profitable to introduce daily deal campaigns amid relatively low levels of the demand expansion effect. Moreover, a merchant should adopt the product strategy of overlooking (inhibiting) consumer leakage amid relatively low (high) levels of the consumer leakage effect. In addition, we discuss the strategic role of a platform’s agency fees on leveraging a merchant’s product strategy. Based on this, we take a platform’s perspective to examine how to establish optimal agency fees amid various market conditions. Our results provide useful insights for firms in the daily deal business on how to carry out more intelligent marketing strategies. Our conclusions also cater to other businesses, wherein offline merchants could adopt online platforms to expand their demand while addressing the issue of consumer leakage. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Agency fees; Consumer leakage; Daily deal campaigns; Demand expansion; E-commerce,1,Electronic Commerce Research,2023
880,Haruvy E.; Lim B.; Leszczyc P.T.L.P.,The effect of surcharge on price in online auctions,"We examine auctions for identical items with different surcharges. We find an inverted U-shape relationship between the surcharge amount and the price premium for the auction with the higher surcharge. To explain this pattern, we fit an empirical model with a two-stage process for the consideration of surcharges. In the first stage, consumers choose between two identical auctions, and in the second stage, they determine whether to place a bid. Using a novel online auction dataset that includes search and bids, we find the determinants of both search and bid, and map the relationship between surcharge and expected revenue. We note that the optimal surcharge changes inversely with bidders’ level of experience and the expected number of bidders. The findings show conditions under which consumers fail to accurately process price and surcharge differences. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Field study; Internet auctions; Partitioned pricing; Surcharges,1,Electronic Commerce Research,2023
881,Tang H.; Xu X.; Li Z.; Qin R.,Identifying contributory domain experts in online innovation communities,"Conventional approaches for identifying domain experts focus only on their level of expertise and fail to consider their innovation potential. Thus, we propose a more comprehensive method by considering the types of innovation tasks and their corresponding knowledge domains. With a set of novel and effective metrics, the proposed method is able to assess the knowledge quality and innovation potential of each participating user. We evaluate our method with a real-world dataset collected from a popular online innovation community. The results indicate that the proposed method is efficient and scalable for contributory domain expert identification with different innovation tasks and different knowledge domains. This work expands expert identification research by providing both a new theoretical angle and new technical solution for quantifying the value of users. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Domain Expert; Innovation Community; Innovation Potential; Knowledge Quality,1,Electronic Commerce Research,2023
882,Wang M.; Yao J.,Replenishment and delivery optimization for unmanned vending machines service system based on fuzzy clustering,"The optimization of replenishment and delivery problem (RDP) for unmanned vending machines supply chain network (UVM-SCN) is challenging due to frequent service interruptions and supply–demand mismatches in operations. Many studies adopt proactive resilience strategies to solve those challenges. However, since most proactive resilience strategies are weak in providing dynamic redundancy towards frequent interruptions, we propose a two-stage resilience strategy to optimize the RDP for UVM-SCN, which redesigns the structure of UVM-SCN and allocates appropriate suppliers for different customers. The first stage focuses on the optimization of UVM-SCN structure. Based on the analysis of customers’ preferences, UVMs with similar geographic locations and customer preferences are clustered into closely related demand zones through the improved fuzzy C-means algorithm. The mutual rescue strategy is applied in each demand zone when interruptions occur to achieve quick transfer of products and customers. In the second stage, the dynamic matching mechanism, which integrates suppliers’ capabilities and customers’ requirements, is proposed to guarantee the provision of various products. On this basis, a scheduling model is established to optimize the RDP of UVM-SCN considering total cost, completion time and customers’ satisfaction, and solved by the genetic algorithm. The numerical studies show that the optimal solution can guarantee service reliability and satisfy customers’ demands at a competitive cost under continuous uncertainties, thereby demonstrating the validity and effectiveness of the model and the corresponding algorithm. This work extends the research on SCN structural resilience under frequent interruptions and contributes to the UVM-SCN resilience management by integrating suppliers’ capability and customers’ multi-dimensional requirements into one research framework. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Customer's satisfaction; Demand zone; Replenishment and delivery optimization; Resilience strategy; Service reliability; Unmanned vending machines (UVMs),1,Electronic Commerce Research,2023
883,Huang E.Y.; Lin S.-C.; Hsieh I.-T.,Online marketplace sellers’ influence on rating scores and comment orientation,"Consumer-to-consumer online marketplace sellers systematically manipulate buyers’ evaluations to improve their reputation and secure more selling opportunities. However, sellers’ manipulation influences individual buyers’ feedback only after a transaction has been completed. The cumulative buyers’ evaluations then affect other buyers’ purchase decisions. Few studies have focused on the effectiveness of sellers’ manipulation and the influence of buyers’ experience on manipulated evaluations. This study used signaling theory to investigate the impact of sellers’ manipulation and buyers’ experience on buyers’ evaluation. This study examined the influence of sellers’ manipulative signals on the percentage of positive ratings and buyers’ comment orientation. This study also tested whether buyers’ online shopping experience moderates the relationship between seller manipulations and buyer evaluations. The proposed model was verified using data from Taobao.com and 1052 respondents’ web questionnaire answers based on their reading of buyers’ text comments. The results demonstrate that seller manipulation influences the percentage of positive ratings but not buyers’ comment orientation. The moderating effect of buyers’ experience affects both the percentage of positive ratings and buyers’ comment orientation. These findings can help practitioners and academics better recognize the effects of sellers’ manipulations and buyers’ experience on buyers’ behaviors and reactions. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Buyer experience; Comment orientation; Manipulation; Online evaluation system; Rating score,1,Electronic Commerce Research,2023
884,Chen Q.; Tian G.; Zhuang Q.; Zhou F.,Manufacturers’ optimization choice models for E-retailing markets: the role of the sale price and profit,"This research paper presents a framework to explain manufacturers’ optimal choice of e-retailing channels. It constructed and compared manufacturers’ options for retailing channels based on the existing literature on e-retailing and the game-tree models of supply chain structures in three types (platform-driven, retailer-driven, and manufacturer-driven). After pairwise analysis of six proposed models considering the role of price and profits of manufacturers and retailers, the study reveals that manufacturers should choose among alternative optimization models by matching different situations. It is theoretically relevant for developing e-retailing market theory and is managerially helpful for manufacturers to select alternative optimization channels. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Comparison analysis; E-retailing; Game models; Optimization choice models; Supply chain structures,1,Electronic Commerce Research,2023
885,Yang C.; Lau W.-Y.,Analysis of the impact of the trade war between China and America on the RMB exchange rate under the R-vine copula model from the perspective of the global value chain,"Changes in the RMB exchange rate (ExRate) impact major strategic directions, such as China’s rise, the “Belt and Road” initiative, and RMB internationalization. Studying the impact of the trade war between China and America on the RMB ExRate is significant. This paper constructs an R-vine copula model and studies the influencing factors of the ExRate and the mechanism of the trade war between China and America on the RMB ExRate. The impact of the Trade war between China and America on the RMB ExRate is analyzed in detail. Besides, the R-vine copula model is used to analyze the fluctuations of the ExRate returns of the Association of Southeast Asian Nations (ASEAN). The R-vine copula model is employed to study the volatility of the ExRate return series of ASEAN countries, and the mean of the ExRate dependence coefficients of ASEAN and the estimation results of R-vine copula parameters are analyzed. Finally, the results are obtained. There is a relation between the RMB ExRate and Chinese tariffs in analyzing the impact of the trade war between China and America on the RMB ExRate. There is a negative correlation between tariffs and the RMB ExRate. There is a positive correlation between the value of the RMB and China’s trade surplus without considering the monetary policy. The value of the Chinese currency has risen as China’s trade surplus has grown. Stable foreign exchange reserves can stabilize the RMB ExRate. It is concluded that the economic and trade cooperation between China and ASEAN has become increasingly frequent under the influence of the trade war between China and America through the R-vine copula model analysis. The ExRate risk further increases and the ExRate yield sequence fluctuates significantly. The lower tail dependency coefficient for market tail dependencies is slightly larger than the upper tail dependency coefficient. The impact of bad news on the currency ExRate market is clear. In the context of the current trade war between China and America intensifying, the sharp fluctuations in the RMB ExRate caused by the trade war between China and America have promoted the transformation of economic growth. The shift from commodity export to capital export is realized. The reasons for RMB ExRate changes need to be explored. It is recommended to continuously deepen the reform of the RMB ExRate system and maintain the stable development of the ExRate. © 2023, The Author(s).",Global value chain; R-vine copula model; RMB exchange rate; Trade war between China and America; Upper and lower tail dependency coefficient,1,Electronic Commerce Research,2023
886,Dimitri N.,Last minute only bidding is implausible in eBay sealed bid type-of-auctions,"In recent years internet auctions have attracted much attention. This paper discusses the ""last minute bidding"" (sniping) phenomenon, first investigated by Roth and Ockenfels (American Economic Review 92, 1093-1103) in eBay, fixed-end, auctions. Unlike standard auctions where each offer is processed by the auctioneer due to system traffic, and connection time, in eBay auctions very late bids may be left unprocessed. In the paper we consider a simple two-players, two-periods sealed-bid auction model, inspired by eBay auctions, with private values and complete information. The main difference with respect to e-Bay auctions is given by the first period. Indeed, players can submit at most one bid per period. In the first stage bids are processed with certainty by the system while in the second stage, with positive probability, bids may not be processed due to system congestion. Unlike eBay we show how in this model last minute, that is second stage only, bidding may have low plausibility, as it can be a Nash equilibrium only under very specific circumstances and is never a unique best reply. Intuitively this is because the first stage is sealed-bid, with at most one offer per bidder, and players have no guarantee that they could outbid the opponent in the second period, once after the first round they realise that their bid is not the best. © 2022, The Author(s).",eBay; Last minute bidding; Nash equilibrium; System congestion,1,Electronic Commerce Research,2022
887,Tang W.; Zhou B.; Lin C.; Chen W.,Does the threshold of information disclosure improve corporate governance? Evidence from China,"Since the Internet is currently being utilized in initial public offerings (IPOs), there has been a fundamental change in how IPOs can be distributed. Through the Internet, firms issue shares to a wider range of smaller investors. From the perspective of online marketing, we focus on the influences of information disclosure on IPO performance and corporate governance. We analyze if a higher degree of IPO firm performance in the IPO aftermarket is related to corporate governance. We build a corporate governance index CG for IPO firms, composed of equity structure, board characteristics, management style and disclosure quality. Through empirical evidence, we confirm that the threshold of information disclosure has positively effect on IPO firms performance. In particular, IPO firms with higher CG experience significant increases in EPS and ROA in the post-marketing. The impact of corporate governance on IPO firm performance is significant in the economic boom and non-significant in the economic recession. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.",Corporate governance; Firm performance; Information disclosure; IPO,1,Electronic Commerce Research,2021
888,Zhang G.; Fischer-Hübner S.,A survey on anonymous voice over IP communication: attacks and defenses,"Anonymous voice over IP (VoIP) communication is important for many users, in particular, journalists, human rights workers and themilitary. Recent research work has shown an increasing interest in methods of anonymous VoIP communication. This survey starts by introducing and identifying the major concepts and challenges in this field. Then we review anonymity attacks on VoIP and the existing work done to design defending strategies. We also propose a taxonomy of attacks and defenses. Finally, we discuss possible future work. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.",Anonymity; Privacy; SIP; VoIP,1,Electronic Commerce Research,2019
889,Wang S.; Chen K.; Liu Z.; Guo R.-Y.; Sun J.; Dai Q.,A data-driven approach for extracting and analyzing collaboration patterns at the interagent and intergroup levels in business process,"We developed a data-driven approach for extracting and analyzing the interagent and intergroup collaboration patterns centered on the COLLSTRUC language and its related algorithm. The proposed approach is evaluated by comparing it with existing studies related to collaboration patterns and through an empirical evaluation using Volvo IT event logs. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",Business-process performance; Interagent and intergroup perspectives collaboration patterns; Process event logs,1,Electronic Commerce Research,2019
890,"Gerdes J.H., Jr.; Huang C.-T.; Sharaf M.A.",Incorporating biometrics into veiled certificates: preventing unauthorized use of anonymous certificates,"A leading cause of Identity Theft is that attackers get access to the victim’s personal credentials. We are warned to protect our personal identifiers but we need to share our credentials with various organizations in order to obtain services from them. As a result the safety of our credentials is dependent on both the ability and diligence of the various organizations with which we interact. However, recent data breach incidents are clear proof that existing approaches are insufficient to protect the privacy of our credentials. Using a Design Science methodology, we propose a new technology, veiled certificates, which includes features that prevent fraudulent use of user’s credentials and provides a degree of user anonymity. We also incorporate biometric authentication so that service providers know that they are dealing with the owner of the credentials. Results of a bench scale test that demonstrates the feasibility of the approach are reviewed. We also suggest four major applications which could take advantage of these certificates. © 2016, Springer Science+Business Media New York.",Anonymity; Biometric authentication; Biometric encryption; Design Science; Digital certificate; Error correcting code; Fuzzy authentication; Veiled authentication; Veiled certificate; X509,1,Electronic Commerce Research,2017
